ID_Lectura,Temperatura_Zona1_C,Velocidad_Cinta_m_min,Horas_Desde_Mantenimiento,Humedad_Ambiente_Pct,Espesor_Material_mm,Consumo_Energia_KWh
5419,721.5,1.47,383,79.7,4.68,528.41
5420,691.0,1.1,72,58.0,7.33,489.11
5421,751.7,1.43,193,57.3,4.25,501.82
5422,690.5,0.78,41,32.0,5.33,485.54
5423,796.3,2.93,292,37.0,4.65,507.0
5424,745.4,1.93,333,55.7,4.06,510.3
5425,741.1,0.82,370,79.3,5.7,563.16
5426,782.8,1.38,441,73.8,3.59,549.72
5427,798.2,1.87,16,47.0,6.44,543.59
5428,749.0,1.83,183,57.2,3.96,510.47
5429,711.4,0.59,471,57.6,4.33,550.49
5430,661.3,2.88,368,64.3,5.57,468.08
5431,715.7,1.19,481,64.4,5.75,545.93
5432,719.1,0.54,377,69.5,5.23,539.72
5433,755.4,0.69,155,31.2,4.47,509.9
5434,732.7,1.95,261,77.2,3.41,494.71
5435,784.4,0.84,175,33.5,4.91,530.14
5436,719.4,0.6,112,53.8,4.15,472.88
5437,747.1,1.45,497,76.0,7.41,566.8
5438,809.2,2.06,202,54.4,5.13,551.51
5439,767.1,0.78,26,33.2,3.71,491.09
5440,747.0,1.28,99,41.5,4.67,492.36
5441,719.9,1.54,380,58.9,5.76,529.49
5442,718.3,0.9,95,34.4,6.16,502.41
5443,707.5,1.77,112,51.2,4.69,455.41
5444,722.9,0.71,91,46.5,4.88,500.09
5445,787.8,0.62,135,70.8,5.56,551.85
5446,738.9,1.8,47,35.5,4.06,480.41
5447,682.5,1.12,357,64.1,5.35,505.28
5448,838.4,0.74,222,50.3,5.29,585.77
5449,766.0,1.56,328,59.4,5.53,556.79
5450,679.7,2.79,495,40.3,4.96,509.05
5451,727.9,2.31,234,60.5,3.44,493.23
5452,755.5,2.54,231,63.7,5.23,506.5
5453,835.2,2.68,435,33.5,4.12,551.28
5454,694.6,2.93,256,71.2,6.73,508.58
5455,798.8,2.41,145,73.1,6.75,513.55
5456,820.0,2.02,295,33.2,3.86,527.9
5457,718.6,1.41,240,60.2,4.14,505.85
5458,736.1,0.95,329,59.7,2.69,511.99
5459,698.2,2.22,18,30.6,5.74,455.49
5460,739.8,2.99,234,47.1,4.43,501.83
5461,748.2,1.67,322,78.4,5.27,543.03
5462,783.0,2.31,116,57.8,4.46,513.6
5463,804.5,1.74,196,76.7,3.4,519.79
5464,712.6,1.58,230,63.8,5.21,499.26
5465,651.6,1.53,104,31.4,6.29,468.07
5466,748.9,1.76,204,33.9,4.97,510.13
5467,764.7,1.42,251,66.1,3.97,541.7
5468,762.5,2.37,239,57.7,4.85,515.62
5469,733.7,2.69,340,36.4,5.51,523.14
5470,756.2,2.71,14,60.7,4.8,483.8
5471,825.8,1.07,360,70.5,3.9,567.24
5472,769.1,2.74,477,67.6,7.02,551.03
5473,731.3,1.35,13,42.3,3.49,478.67
5474,725.0,1.27,273,42.9,7.27,528.8
5475,741.5,2.32,435,78.4,4.91,531.27
5476,831.8,1.26,262,74.4,5.9,567.35
5477,740.8,0.63,172,45.9,5.22,520.43
5478,749.0,1.43,150,71.2,4.12,512.36
5479,725.9,2.3,398,38.1,6.33,519.2
5480,804.9,1.32,305,39.8,5.62,549.6
5481,848.0,2.07,28,39.1,4.9,526.0
5482,772.5,2.15,91,34.4,5.73,508.28
5483,754.1,2.33,490,72.7,4.86,542.58
5484,751.8,2.74,390,58.9,2.8,521.46
5485,630.8,1.58,13,42.9,3.29,421.42
5486,787.3,0.92,137,72.4,4.98,542.52
5487,756.7,1.3,196,70.1,4.68,530.67
5488,771.4,1.58,155,35.0,4.91,516.48
5489,714.4,2.28,161,62.2,4.66,472.09
5490,730.8,0.53,372,66.1,3.88,526.79
5491,729.4,1.29,102,65.8,3.62,477.29
5492,801.1,2.45,40,66.2,4.15,487.17
5493,731.1,2.18,323,38.5,5.75,516.29
5494,854.1,2.33,37,45.8,4.18,533.22
5495,771.5,2.53,146,72.2,6.04,523.31
5496,686.2,2.46,438,74.9,3.96,503.88
5497,743.6,2.21,99,44.0,6.19,486.71
5498,717.4,1.6,58,31.2,4.48,476.6
5499,640.3,2.96,376,73.0,4.69,472.26
5500,830.0,1.92,267,48.9,4.7,565.67
5501,785.2,1.01,15,46.5,5.58,522.42
5502,776.7,1.23,38,47.3,5.25,529.46
5503,758.3,2.23,419,50.8,5.14,535.7
5504,680.9,2.81,165,48.9,4.92,462.58
5505,725.8,0.95,272,58.3,4.43,528.88
5506,792.1,0.71,43,33.9,6.1,533.78
5507,697.4,2.7,449,78.6,5.09,494.98
5508,623.4,2.79,246,76.8,5.57,444.82
5509,738.6,1.19,147,76.7,5.2,542.18
5510,742.9,1.44,377,74.0,4.58,536.37
5511,756.8,2.15,498,63.0,7.4,573.67
5512,786.4,1.32,497,41.1,6.23,566.3
5513,781.9,2.69,66,32.5,4.46,488.86
5514,762.9,0.77,184,35.0,7.05,555.81
5515,809.8,0.59,223,46.2,5.93,545.59
5516,674.1,1.02,36,55.2,3.91,461.49
5517,775.2,1.22,304,79.7,5.88,558.93
5518,781.3,0.78,415,51.8,5.42,571.94
5519,688.0,0.66,128,56.2,5.17,514.22
5520,674.9,2.39,156,64.8,6.01,471.24
5521,712.7,0.91,365,39.0,5.34,521.29
5522,716.9,2.78,274,76.6,2.99,476.6
5523,787.7,1.42,412,56.5,3.65,571.43
5524,719.3,2.18,267,43.8,4.14,490.75
5525,707.2,1.06,357,76.8,7.0,549.67
5526,719.4,1.1,198,61.3,5.65,491.39
5527,805.9,1.94,324,54.2,5.54,554.2
5528,750.7,1.9,240,59.0,5.11,514.57
5529,741.0,2.42,479,67.4,4.08,527.09
5530,744.5,2.39,207,37.7,3.55,480.4
5531,814.6,2.18,248,73.2,6.0,540.0
5532,712.5,1.62,336,78.0,6.66,530.03
5533,815.8,2.73,79,58.3,5.68,533.58
5534,760.5,2.06,426,64.1,4.51,538.04
5535,742.0,2.98,261,73.0,4.59,479.82
5536,875.0,2.55,471,48.7,5.69,580.82
5537,697.2,0.61,202,79.6,4.88,513.02
5538,732.3,1.3,34,64.0,4.84,480.64
5539,688.4,1.93,79,51.2,4.46,463.36
5540,797.6,2.3,165,63.9,4.34,529.59
5541,834.5,1.88,155,56.1,4.88,546.15
5542,833.5,2.47,328,35.6,3.42,525.54
5543,811.2,1.21,228,69.8,5.62,561.18
5544,740.1,0.96,58,58.2,3.13,494.18
5545,731.7,0.63,388,69.8,6.07,548.16
5546,666.4,1.93,389,37.7,4.47,474.23
5547,851.8,2.22,203,56.9,4.88,549.18
5548,773.4,1.32,49,68.3,5.56,533.95
5549,725.4,2.03,94,79.4,4.71,477.3
5550,816.4,0.63,352,74.2,4.26,570.56
5551,701.4,0.75,459,73.2,5.29,530.82
5552,770.3,2.25,345,42.4,7.2,538.55
5553,741.4,1.42,13,71.9,5.79,499.77
5554,781.9,2.18,299,38.5,4.24,519.22
5555,746.8,2.58,256,39.9,4.65,470.05
5556,677.5,2.63,14,35.5,4.52,432.09
5557,753.8,0.93,235,72.9,3.97,543.08
5558,802.4,1.72,159,35.4,5.6,532.23
5559,748.5,2.33,247,36.9,4.67,497.99
5560,788.8,2.43,157,42.3,5.32,507.46
5561,697.7,2.46,112,58.6,2.39,436.23
5562,748.7,1.07,184,74.0,5.69,530.88
5563,718.8,0.98,470,50.9,4.41,539.89
5564,787.3,1.98,245,57.3,3.99,539.61
5565,751.6,2.35,43,38.3,3.66,461.4
5566,784.5,1.3,181,43.3,4.08,533.72
5567,804.4,0.76,15,36.7,4.57,532.98
5568,784.6,2.29,449,50.5,5.89,551.24
5569,763.7,1.25,294,59.5,4.56,526.52
5570,700.1,0.92,234,44.2,5.98,496.85
5571,749.9,0.87,62,72.3,5.29,515.21
5572,723.3,1.29,266,79.1,6.82,532.92
5573,732.8,1.98,68,36.0,4.5,486.19
5574,731.3,1.4,441,30.9,5.41,538.24
5575,701.0,0.55,255,69.5,6.25,508.48
5576,652.1,0.74,16,39.5,5.63,461.35
5577,716.6,1.23,223,47.7,4.83,506.83
5578,759.7,2.15,425,49.7,4.51,529.07
5579,682.6,0.75,87,75.8,3.06,480.23
5580,750.8,1.9,198,62.9,4.76,503.66
5581,845.0,0.8,450,32.0,4.08,595.3
5582,801.2,1.03,316,30.7,4.46,543.05
5583,832.2,0.93,225,40.0,5.05,557.16
5584,769.6,0.67,412,45.9,3.44,565.91
5585,808.4,2.18,292,54.2,4.01,520.58
5586,713.8,1.66,328,71.9,5.39,520.4
5587,717.8,2.58,453,45.7,3.73,505.28
5588,613.0,0.75,70,48.8,4.95,441.11
5589,809.3,0.86,70,46.5,3.6,526.6
5590,827.0,1.27,224,30.4,5.53,561.95
5591,722.3,2.41,391,77.8,5.66,526.16
5592,737.3,1.26,54,36.9,6.23,503.5
5593,712.3,1.52,414,44.4,6.25,536.87
5594,769.1,1.25,181,36.5,5.27,515.46
5595,806.2,0.7,230,54.5,3.24,534.75
5596,662.9,2.85,394,76.6,5.0,489.11
5597,770.5,1.87,104,35.0,5.46,502.63
5598,736.2,2.47,356,52.0,5.12,512.98
5599,755.7,2.15,53,31.1,6.66,473.32
5600,772.9,1.79,237,68.5,6.3,546.78
5601,740.6,0.72,71,62.1,5.03,522.52
5602,744.8,2.11,326,65.0,5.75,533.88
5603,739.3,0.89,228,53.6,3.53,517.76
5604,798.5,1.54,344,75.4,5.19,569.72
5605,770.9,2.07,98,50.5,3.74,490.18
5606,761.0,2.46,121,55.7,4.82,486.06
5607,686.5,2.21,216,64.8,4.32,479.82
5608,731.1,2.18,497,56.0,4.35,537.57
5609,794.9,0.87,476,39.5,4.19,556.43
5610,751.9,1.37,376,45.9,4.6,540.68
5611,783.0,0.61,315,34.6,4.43,550.19
5612,838.3,2.3,212,51.6,5.63,547.82
5613,801.9,2.88,306,60.5,4.74,527.15
5614,754.7,1.16,42,35.9,4.95,501.03
5615,724.5,0.72,498,61.5,5.29,548.9
5616,622.3,1.69,224,74.6,5.29,495.44
5617,741.6,2.64,21,46.9,3.93,448.49
5618,733.7,1.88,11,41.1,4.74,448.38
5619,769.5,0.62,372,74.7,5.24,567.75
5620,742.3,2.94,158,64.6,4.12,480.96
5621,734.0,2.57,151,35.3,4.01,478.12
5622,661.0,0.83,299,50.4,3.83,457.47
5623,703.0,2.8,216,63.7,5.2,462.06
5624,773.8,1.63,350,58.7,4.71,536.02
5625,835.8,1.43,201,60.9,4.85,564.02
5626,745.1,1.65,416,58.4,3.22,504.27
5627,766.4,2.59,350,69.9,5.07,533.09
5628,797.6,2.15,315,46.0,5.12,537.03
5629,709.5,0.65,407,65.4,5.26,541.01
5630,768.3,2.89,478,79.6,6.44,554.12
5631,713.0,0.87,261,49.5,4.24,507.36
5632,793.2,2.36,213,69.6,5.49,530.94
5633,757.6,2.09,371,42.3,5.33,541.01
5634,764.9,0.97,55,44.1,5.46,514.04
5635,710.9,0.93,383,76.7,4.69,541.13
5636,785.4,2.68,270,31.3,5.76,518.01
5637,854.2,1.55,75,40.9,4.27,547.84
5638,699.6,2.14,159,54.1,4.53,471.47
5639,733.0,1.76,79,50.1,4.81,484.1
5640,761.6,2.32,373,61.5,4.77,510.84
5641,789.3,1.7,11,39.6,5.37,497.52
5642,722.0,1.22,38,33.5,5.26,477.23
5643,608.3,1.41,265,48.5,5.27,443.21
5644,818.0,2.65,70,56.2,6.32,515.89
5645,788.0,1.67,109,58.1,4.79,524.74
5646,662.9,1.03,393,60.1,6.06,524.52
5647,719.6,2.84,464,57.4,3.94,487.89
5648,828.4,2.49,153,42.3,4.87,542.39
5649,822.4,0.64,201,68.2,4.93,571.95
5650,796.9,3.0,362,34.4,3.69,537.81
5651,741.2,2.24,362,39.9,5.05,527.35
5652,754.1,0.9,279,67.0,5.12,558.51
5653,743.5,1.09,308,44.0,5.6,537.97
5654,806.4,2.23,469,54.7,5.48,558.2
5655,706.2,2.45,436,46.4,3.72,499.19
5656,709.7,1.1,335,55.3,6.2,507.21
5657,800.5,1.14,320,47.3,4.54,550.33
5658,747.8,1.27,213,79.7,4.4,519.89
5659,818.9,2.0,254,47.9,5.49,557.28
5660,716.4,0.93,40,61.4,5.85,500.38
5661,747.3,0.76,341,74.4,4.53,538.5
5662,703.9,2.2,467,61.9,4.96,503.45
5663,750.4,2.45,433,58.3,5.91,530.17
5664,676.1,1.75,420,58.5,4.07,495.38
5665,725.6,1.41,61,54.8,2.2,458.05
5666,678.2,1.58,393,70.4,5.54,487.12
5667,784.7,1.47,252,32.5,5.92,539.63
5668,785.8,2.9,272,74.3,3.41,505.65
5669,663.5,2.42,183,59.3,4.98,456.54
5670,816.7,1.02,109,72.4,4.5,543.29
5671,874.9,1.46,426,30.5,5.13,589.6
5672,752.3,1.86,484,73.5,2.93,542.77
5673,717.9,2.03,401,36.0,3.73,494.06
5674,891.2,1.67,398,66.1,5.45,598.38
5675,684.1,2.53,70,50.8,4.87,444.81
5676,751.0,2.42,465,64.1,6.5,550.5
5677,759.0,1.76,369,61.4,5.59,543.91
5678,817.3,2.64,197,38.2,4.04,510.12
5679,768.0,2.38,478,55.7,5.72,549.67
5680,725.1,2.45,417,43.9,6.71,531.4
5681,702.4,2.89,16,58.0,4.93,457.05
5682,732.9,1.17,198,66.9,5.4,517.48
5683,699.7,1.17,92,34.1,5.83,478.55
5684,752.4,2.72,360,55.8,4.83,508.11
5685,721.8,2.43,429,60.9,2.88,502.17
5686,675.3,2.82,292,44.8,5.56,482.33
5687,812.8,0.66,133,77.7,5.8,562.05
5688,725.1,2.07,166,56.0,6.46,500.21
5689,686.6,0.86,96,39.1,3.9,464.82
5690,741.6,1.76,157,35.4,3.95,496.65
5691,753.4,0.89,79,57.1,4.31,493.79
5692,662.7,0.82,469,48.8,4.83,510.7
5693,766.6,0.53,379,39.6,5.54,573.89
5694,697.6,2.08,85,31.5,3.88,465.47
5695,835.6,1.4,123,58.3,5.95,556.93
5696,776.2,0.76,12,59.9,5.9,519.59
5697,730.0,1.31,243,37.1,5.93,515.16
5698,712.7,0.92,176,60.1,4.69,503.79
5699,744.8,2.85,108,77.6,2.76,489.31
5700,780.6,1.3,133,78.9,6.6,553.8
5701,748.7,1.33,476,74.4,4.41,559.09
5702,739.1,2.6,54,70.4,5.72,484.74
5703,752.9,2.12,391,40.5,5.12,522.61
5704,719.8,2.28,333,37.8,6.13,509.26
5705,732.8,2.09,296,52.2,4.95,519.01
5706,645.7,2.87,115,61.0,5.07,455.92
5707,798.7,1.02,303,72.5,5.18,554.1
5708,764.9,2.97,490,41.6,5.42,511.96
5709,711.3,2.58,143,54.0,3.76,461.5
5710,844.9,1.97,17,62.4,6.88,557.39
5711,754.4,2.16,37,52.3,4.93,480.79
5712,698.2,2.12,280,52.7,5.58,501.12
5713,792.8,0.65,232,41.3,6.52,549.35
5714,769.9,1.05,17,79.3,4.99,512.04
5715,769.7,2.9,319,53.8,4.0,500.71
5716,728.7,1.84,143,56.6,3.97,483.84
5717,772.5,1.45,38,40.9,4.55,501.37
5718,736.9,2.41,124,55.7,5.33,496.47
5719,777.8,1.81,43,42.8,5.44,500.77
5720,654.8,0.53,16,40.1,6.13,459.4
5721,728.3,2.34,49,43.8,3.46,443.67
5722,836.1,2.33,339,30.1,5.22,564.69
5723,711.6,0.91,406,58.5,5.62,529.54
5724,719.8,2.89,71,49.4,5.58,474.02
5725,727.6,1.06,95,74.9,2.58,467.66
5726,689.3,1.64,222,32.0,4.63,495.28
5727,639.6,0.79,125,32.2,5.81,496.24
5728,738.5,2.01,74,74.3,4.19,488.54
5729,756.8,1.44,306,36.3,3.81,514.25
5730,747.4,1.38,388,30.1,5.56,551.36
5731,742.8,2.57,179,38.9,5.3,487.0
5732,752.2,0.52,125,71.2,5.23,528.45
5733,801.1,2.49,331,70.1,4.35,509.7
5734,740.5,1.93,125,47.0,3.69,481.62
5735,721.3,2.97,230,63.4,5.95,505.63
5736,735.9,1.97,404,55.4,8.0,547.33
5737,779.0,0.64,366,75.2,3.38,547.96
5738,820.6,0.63,59,32.8,6.02,541.91
5739,718.6,2.71,336,70.7,4.83,521.4
5740,754.9,2.6,428,38.5,5.32,529.18
5741,766.9,1.36,487,49.6,4.94,557.92
5742,700.4,2.05,345,39.6,7.2,512.88
5743,751.0,1.72,88,65.1,4.2,504.97
5744,676.7,2.92,497,63.9,4.4,485.67
5745,661.5,2.87,29,57.4,5.08,448.21
5746,768.3,2.96,421,64.9,5.57,534.25
5747,730.8,2.67,388,62.0,6.33,536.39
5748,760.1,2.77,46,68.8,5.49,486.19
5749,749.1,1.04,268,42.0,5.23,536.79
5750,701.2,2.58,102,51.4,4.56,466.09
5751,747.7,2.27,196,37.6,5.51,501.57
5752,688.3,2.91,366,51.5,4.29,493.03
5753,819.5,1.93,210,65.1,5.2,558.46
5754,682.2,0.71,420,64.6,4.78,517.07
5755,740.2,1.99,297,65.5,4.02,502.26
5756,697.9,2.22,57,45.4,6.56,472.29
5757,778.5,1.05,262,63.1,4.02,532.98
5758,733.4,1.49,55,48.4,4.61,495.96
5759,724.1,2.0,379,77.2,3.42,513.28
5760,792.7,1.44,240,47.2,4.83,527.78
5761,751.5,1.44,104,60.2,5.43,501.73
5762,775.8,0.83,312,67.5,4.09,546.87
5763,700.9,2.85,227,75.3,3.18,474.41
5764,679.8,2.38,49,51.9,4.62,463.98
5765,755.4,0.5,396,48.0,4.84,554.81
5766,734.1,2.41,212,51.5,4.76,491.73
5767,781.3,2.35,125,46.2,6.59,516.66
5768,746.0,0.52,422,62.7,5.33,552.23
5769,760.3,1.42,100,76.6,5.26,515.92
5770,668.8,2.02,67,36.3,5.33,448.21
5771,844.4,1.63,443,58.0,5.32,584.32
5772,741.8,2.44,19,74.9,4.56,482.92
5773,784.9,1.56,265,35.0,4.06,510.47
5774,708.2,0.88,326,54.7,7.47,522.62
5775,765.4,2.94,258,73.3,4.85,501.33
5776,684.9,1.11,492,75.0,5.02,539.93
5777,772.6,2.29,376,55.7,5.05,538.79
5778,732.2,0.86,386,31.2,4.24,536.16
5779,751.5,1.32,326,35.3,5.18,513.85
5780,784.9,1.61,416,59.3,3.72,550.54
5781,688.4,0.98,15,36.2,5.72,460.17
5782,715.8,1.62,340,37.5,4.74,497.46
5783,772.9,0.89,197,68.6,6.13,534.38
5784,854.9,1.9,244,67.5,5.52,557.98
5785,743.1,2.16,380,72.1,5.39,557.86
5786,779.6,0.66,420,35.3,4.21,561.24
5787,744.7,2.68,192,39.9,5.07,472.54
5788,847.1,0.96,296,71.6,5.76,573.45
5789,662.6,1.06,132,66.1,5.12,478.96
5790,754.7,2.15,167,70.3,3.64,497.6
5791,668.7,1.67,332,79.5,5.99,500.14
5792,624.7,1.75,22,73.2,5.76,461.66
5793,764.9,0.82,324,56.0,3.5,525.63
5794,757.0,2.51,63,45.5,5.13,494.83
5795,735.8,2.04,369,58.5,5.82,537.01
5796,744.7,0.84,286,61.9,4.4,553.74
5797,900.0,1.43,52,46.8,3.67,577.14
5798,737.1,2.53,276,68.5,3.93,504.34
5799,775.5,1.92,118,34.6,4.89,504.91
5800,717.5,0.77,332,69.0,5.93,542.39
5801,764.8,1.43,175,31.6,3.91,510.99
5802,738.1,1.11,360,54.9,3.92,507.14
5803,729.5,1.79,417,73.1,4.7,514.71
5804,840.9,2.61,115,34.3,5.69,539.74
5805,808.9,1.59,60,55.9,6.75,552.37
5806,756.8,1.58,213,38.0,5.09,530.06
5807,634.8,2.76,454,74.7,4.33,472.09
5808,731.9,1.94,311,71.6,4.2,514.45
5809,885.2,1.92,52,76.7,6.37,564.52
5810,738.5,1.15,292,73.7,3.74,538.72
5811,805.2,2.02,94,66.8,5.19,520.25
5812,822.1,1.94,226,39.2,6.32,543.66
5813,760.9,1.49,167,45.1,4.84,510.91
5814,707.9,2.98,359,54.8,3.92,480.04
5815,628.2,2.7,136,59.4,5.53,439.65
5816,784.2,2.37,200,69.1,5.1,530.99
5817,709.3,1.84,275,41.3,5.47,502.68
5818,758.8,1.66,396,36.4,5.58,534.69
5819,687.5,0.96,470,54.1,5.52,525.28
5820,736.7,1.26,69,37.9,5.3,490.06
5821,751.7,2.43,292,64.7,5.68,501.86
5822,763.4,1.63,475,58.8,6.35,573.79
5823,694.3,2.71,388,67.1,4.22,497.16
5824,809.8,0.87,438,33.2,4.73,588.0
5825,720.2,1.77,71,78.2,5.79,498.63
5826,666.3,2.12,417,30.0,4.93,472.42
5827,744.5,1.79,311,46.3,3.74,510.38
5828,751.7,2.72,135,64.0,5.33,496.81
5829,758.0,2.97,471,32.3,4.51,526.9
5830,818.1,0.79,496,34.2,7.12,622.86
5831,738.2,0.82,181,33.8,5.99,508.62
5832,744.0,0.83,72,59.1,6.16,523.79
5833,694.8,2.2,269,74.8,5.04,491.8
5834,791.0,1.43,25,57.8,5.31,542.77
5835,759.2,2.33,188,60.2,4.66,512.73
5836,729.0,1.51,339,47.3,4.16,510.64
5837,654.8,2.07,377,30.9,4.09,484.93
5838,822.2,2.42,110,31.1,7.14,532.9
5839,688.6,1.87,484,74.4,5.4,531.2
5840,720.4,1.85,185,35.1,3.68,474.82
5841,767.9,0.72,202,80.0,5.96,550.4
5842,690.2,1.53,462,38.2,7.62,550.13
5843,675.3,1.86,470,63.7,3.46,494.05
5844,643.8,1.65,310,77.4,5.6,458.76
5845,786.0,2.75,396,48.1,3.88,517.41
5846,722.7,2.77,282,66.7,6.16,521.37
5847,896.4,2.55,476,47.5,2.86,594.29
5848,700.3,1.44,430,45.2,5.08,512.45
5849,703.9,2.29,270,40.1,5.44,475.13
5850,721.7,1.49,184,71.0,3.62,488.34
5851,762.2,1.08,243,42.9,5.44,542.58
5852,726.5,1.36,309,44.2,4.54,511.05
5853,780.6,0.68,225,79.9,6.72,545.27
5854,701.1,1.33,426,46.4,3.58,514.37
5855,680.9,1.65,256,51.1,5.91,505.71
5856,660.1,2.89,30,79.5,4.9,454.65
5857,638.8,1.28,460,48.5,6.29,488.43
5858,724.1,2.76,333,48.3,6.32,521.65
5859,735.0,1.07,252,71.4,4.75,525.03
5860,718.4,0.98,297,45.6,4.96,511.18
5861,812.2,1.8,289,41.7,5.91,537.35
5862,811.4,2.18,253,51.2,5.52,523.96
5863,733.3,0.61,172,65.0,4.88,511.52
5864,660.3,1.05,155,32.2,4.17,455.33
5865,721.7,1.64,76,48.7,5.37,486.04
5866,720.0,1.33,112,47.3,3.89,497.19
5867,717.1,2.28,319,42.2,5.65,504.65
5868,715.1,1.78,419,62.7,6.11,517.56
5869,717.3,0.9,453,44.5,4.17,520.03
5870,730.7,2.74,134,60.3,4.58,481.15
5871,718.2,1.23,126,55.2,4.37,483.28
5872,760.4,2.33,481,40.9,6.05,545.44
5873,768.0,2.45,260,43.3,5.05,525.33
5874,704.5,2.91,330,38.5,4.63,488.45
5875,813.6,1.75,444,32.8,5.65,563.89
5876,701.0,2.04,379,61.0,4.52,494.18
5877,669.1,1.34,235,63.6,4.8,505.59
5878,769.0,2.2,197,38.3,3.89,492.33
5879,709.1,1.66,196,60.8,5.84,526.47
5880,766.1,1.59,85,79.1,3.91,520.3
5881,629.8,2.64,282,33.7,6.43,459.83
5882,819.6,0.63,478,54.5,5.24,582.7
5883,783.6,2.7,158,66.7,4.84,509.28
5884,675.0,2.63,204,32.3,4.99,472.44
5885,676.1,1.77,373,68.9,6.71,512.92
5886,833.6,1.73,293,79.0,3.65,541.93
5887,713.1,1.4,482,34.4,3.73,512.45
5888,708.3,2.99,53,71.1,5.96,472.58
5889,636.7,0.78,463,48.9,4.08,501.99
5890,732.5,1.98,455,37.2,4.26,520.85
5891,738.6,2.2,179,54.7,4.56,488.62
5892,785.8,2.84,103,33.6,6.13,502.65
5893,680.0,2.45,233,56.1,5.81,476.02
5894,674.0,2.11,287,31.0,4.86,476.5
5895,772.5,0.79,47,66.4,5.4,526.54
5896,800.3,1.43,279,54.4,5.38,549.06
5897,671.4,0.85,491,52.9,4.0,507.1
5898,804.1,2.7,244,39.8,4.07,527.68
5899,751.9,2.37,120,48.1,2.96,477.37
5900,804.6,2.39,387,39.1,6.49,564.76
5901,746.5,2.13,419,66.8,4.33,520.34
5902,623.9,1.77,177,40.0,5.01,447.13
5903,742.4,0.87,63,60.8,5.54,503.25
5904,803.0,1.32,406,44.0,4.03,569.67
5905,705.3,0.84,136,62.8,4.15,481.25
5906,730.6,2.31,487,57.0,4.08,511.41
5907,741.2,0.9,284,51.2,2.1,505.45
5908,605.0,2.26,51,63.7,4.93,410.63
5909,833.6,2.23,50,50.8,7.34,556.88
5910,704.9,1.65,59,71.1,4.47,461.21
5911,775.3,0.84,496,66.5,4.5,568.3
5912,745.7,1.29,396,57.0,4.63,533.17
5913,812.9,1.3,168,73.9,5.31,553.08
5914,770.3,2.25,341,71.4,5.88,533.61
5915,738.3,0.78,408,56.6,4.17,541.67
5916,705.3,2.57,191,33.4,5.46,467.91
5917,789.9,2.4,190,58.3,4.91,508.47
5918,656.3,0.97,438,47.8,5.3,508.08
5919,782.3,2.3,175,57.0,5.45,518.07
5920,695.0,2.17,241,62.4,4.03,476.17
5921,812.6,2.37,215,62.2,4.47,525.59
5922,758.1,0.97,364,63.7,5.46,566.26
5923,782.2,0.89,473,64.0,4.86,575.73
5924,754.1,1.09,59,35.5,5.79,510.61
5925,662.4,1.41,417,39.6,4.78,508.24
5926,707.0,2.48,410,61.5,6.01,503.01
5927,783.6,2.34,155,50.4,3.04,515.35
5928,758.3,2.81,307,68.1,5.32,501.38
5929,809.0,0.65,154,36.2,3.71,545.68
5930,770.2,0.53,25,39.6,6.12,506.76
5931,701.7,2.25,94,57.9,4.85,468.35
5932,710.2,1.2,225,55.0,4.66,495.77
5933,755.1,1.34,491,43.3,4.17,560.16
5934,634.3,1.87,61,50.4,5.66,453.13
5935,833.7,0.76,45,31.7,5.57,541.56
5936,772.1,2.11,116,31.9,4.72,503.13
5937,811.4,1.31,228,34.7,5.67,552.53
5938,671.0,2.08,432,58.8,5.22,508.68
5939,812.2,2.59,346,73.2,5.09,547.76
5940,861.6,0.93,418,43.0,5.78,596.87
5941,684.0,2.83,380,31.7,6.81,475.05
5942,788.6,1.83,495,65.4,5.28,564.61
5943,750.1,2.81,307,72.8,5.28,516.66
5944,672.8,1.02,263,36.9,5.92,488.56
5945,774.6,2.01,414,49.3,4.05,534.09
5946,791.7,1.51,77,37.9,4.82,524.44
5947,719.9,2.44,482,35.3,4.61,514.1
5948,808.3,2.01,196,62.4,5.3,530.37
5949,666.7,1.74,133,78.4,5.22,483.08
5950,675.3,2.78,39,63.9,6.76,462.49
5951,756.8,1.44,194,79.2,6.5,539.19
5952,751.3,1.05,298,51.7,3.49,516.4
5953,714.2,2.02,368,74.9,5.36,506.93
5954,790.5,2.06,483,40.3,5.71,563.83
5955,776.5,1.6,482,35.9,5.08,559.1
5956,792.9,1.72,62,65.1,4.48,505.63
5957,743.8,2.9,409,48.6,6.38,528.23
5958,780.1,2.33,186,45.9,5.33,524.54
5959,727.7,0.78,481,63.6,3.96,532.88
5960,852.7,1.03,142,46.7,5.98,572.03
5961,709.4,2.94,371,58.6,5.47,499.79
5962,855.3,2.32,496,45.0,4.36,587.51
5963,751.7,2.79,86,69.2,4.24,490.85
5964,681.2,1.26,359,45.6,4.2,498.44
5965,818.4,2.35,69,56.7,6.18,527.99
5966,756.3,2.29,464,31.2,5.59,534.74
5967,792.6,1.24,376,69.6,5.96,560.67
5968,811.2,1.88,474,61.0,5.2,577.11
5969,766.9,2.07,320,39.6,4.32,519.69
5970,720.4,1.7,100,40.8,4.21,469.11
5971,798.8,2.57,428,43.1,6.07,534.98
5972,750.0,2.58,462,58.8,5.45,540.77
5973,784.3,2.63,307,57.4,4.73,521.32
5974,642.3,2.51,334,43.7,5.02,471.9
